市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,LocName,lng,lat
文京区白山４丁目,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,0,0,0,0,0,0,1,4,3,0,0,0,1,東京都/文京区/白山/四丁目,139.74638,35.7216
文京区白山５丁目,32,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,2,0,0,3,0,0,3,6,7,1,0,0,0,6,東京都/文京区/白山/五丁目,139.74956,35.72349
文京区千石１丁目,11,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,3,0,0,0,2,0,0,0,1,2,0,0,0,0,2,東京都/文京区/千石/一丁目,139.74362,35.72583
文京区千石２丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,東京都/文京区/千石/二丁目,139.74052,35.7237
文京区千石３丁目,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,1,4,0,0,0,0,0,0,1,1,4,2,0,0,0,2,東京都/文京区/千石/三丁目,139.7382,35.7262
文京区千石４丁目,22,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,6,8,2,0,1,0,5,東京都/文京区/千石/四丁目,139.74068,35.72905
文京区水道１丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,4,1,0,0,0,0,1,東京都/文京区/水道/一丁目,139.74194,35.70931
文京区水道２丁目,19,0,0,0,4,0,2,2,0,0,2,0,0,1,0,0,0,0,1,8,0,0,3,1,0,0,0,0,0,0,4,5,1,0,0,0,4,東京都/文京区/水道/二丁目,139.73694,35.70975
文京区小日向１丁目,14,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,1,0,0,0,0,0,0,5,4,1,0,0,0,東京都/文京区/小日向/一丁目,139.73817,35.71276
文京区小日向２丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,東京都/文京区/小日向/二丁目,139.73363,35.71258
文京区小日向３丁目,7,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,東京都/文京区/小日向/三丁目,139.73402,35.71523
文京区小日向４丁目,11,0,0,0,5,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,3,東京都/文京区/小日向/四丁目,139.7384,35.71552
文京区大塚１丁目,16,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,2,1,2,6,1,0,0,0,5,東京都/文京区/大塚/一丁目,139.73279,35.71706
文京区大塚２丁目,8,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,3,東京都/文京区/大塚/二丁目,139.73138,35.71958
文京区大塚３丁目,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,1,0,0,0,0,0,0,7,5,0,0,1,0,4,東京都/文京区/大塚/三丁目,139.73624,35.72083
文京区大塚４丁目,21,0,0,0,6,0,6,0,0,0,1,0,0,0,0,1,0,0,0,10,0,1,2,1,0,0,0,0,0,0,6,4,2,0,0,0,2,東京都/文京区/大塚/四丁目,139.73383,35.72386
文京区大塚５丁目,14,1,0,1,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,3,2,0,0,0,1,東京都/文京区/大塚/五丁目,139.72729,35.72279
文京区大塚６丁目,14,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,0,0,2,7,3,0,0,0,4,東京都/文京区/大塚/六丁目,139.72549,35.72501
文京区関口１丁目,57,0,0,0,6,0,6,0,0,0,2,0,0,0,1,0,0,0,1,34,0,0,17,1,0,0,1,0,0,11,4,15,7,1,1,0,6,東京都/文京区/関口/一丁目,139.72963,35.7097
文京区関口２丁目,10,1,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,3,東京都/文京区/関口/二丁目,139.72551,35.71231
文京区関口３丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,東京都/文京区/関口/三丁目,139.72765,35.71367
文京区目白台１丁目,6,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,東京都/文京区/目白台/一丁目,139.72227,35.71393
文京区目白台２丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,東京都/文京区/目白台/二丁目,139.72112,35.71768
文京区目白台３丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,東京都/文京区/目白台/三丁目,139.72525,35.71724
文京区音羽１丁目,21,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,13,0,0,4,0,0,0,0,0,0,4,5,5,1,0,0,0,4,東京都/文京区/音羽/一丁目,139.73021,35.71392
文京区音羽２丁目,24,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,1,0,0,0,0,3,4,5,2,0,0,0,3,東京都/文京区/音羽/二丁目,139.72768,35.71854
文京区本郷１丁目,34,1,0,1,3,0,2,0,1,0,1,1,0,0,0,0,0,0,0,22,0,0,7,0,0,0,0,0,0,9,6,7,3,0,0,0,4,東京都/文京区/本郷/一丁目,139.7563,35.70502
文京区本郷２丁目,27,0,0,0,5,0,2,3,0,0,1,0,0,0,1,0,0,0,0,18,0,0,8,0,0,0,1,0,0,2,7,3,0,0,0,0,3,東京都/文京区/本郷/二丁目,139.75977,35.7045
文京区本郷３丁目,34,0,0,0,3,0,0,1,2,0,4,0,1,0,0,1,0,0,2,20,0,1,9,1,0,0,1,0,3,0,5,7,1,1,0,0,5,東京都/文京区/本郷/三丁目,139.76294,35.70443
文京区本郷４丁目,29,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,20,0,0,9,0,1,0,2,0,1,3,4,6,2,0,0,0,4,東京都/文京区/本郷/四丁目,139.75523,35.70945
文京区本郷５丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,東京都/文京区/本郷/五丁目,139.75812,35.71012
文京区本郷６丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,1,東京都/文京区/本郷/六丁目,139.75809,35.71354
文京区本郷７丁目,67,0,0,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0,2,57,0,0,51,0,0,0,0,0,0,0,6,5,2,2,0,0,1,東京都/文京区/本郷/七丁目,139.76372,35.71159
文京区湯島１丁目,27,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,21,0,0,8,0,0,0,2,0,0,0,11,4,1,0,2,0,1,東京都/文京区/湯島/一丁目,139.76462,35.70141
文京区湯島２丁目,15,1,1,0,2,0,1,0,1,0,2,0,0,0,1,0,0,0,1,9,0,0,4,1,0,0,0,0,0,0,4,1,1,0,0,0,0,東京都/文京区/湯島/二丁目,139.76591,35.7052
文京区湯島３丁目,72,0,0,0,9,0,5,4,0,0,3,0,0,0,2,1,0,0,0,41,0,2,8,1,0,1,1,1,1,14,12,19,4,0,1,0,14,東京都/文京区/湯島/三丁目,139.76886,35.70579
文京区湯島４丁目,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,3,0,0,1,0,2,東京都/文京区/湯島/四丁目,139.76546,35.70889
文京区西片１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,4,東京都/文京区/西片/一丁目,139.75455,35.71313
文京区西片２丁目,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,6,0,0,0,0,0,0,0,2,3,1,0,0,0,2,東京都/文京区/西片/二丁目,139.75577,35.71624
文京区向丘１丁目,7,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/文京区/向丘/一丁目,139.7556,35.71949
文京区向丘２丁目,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,2,5,2,1,0,0,2,東京都/文京区/向丘/二丁目,139.75674,35.7216
文京区弥生１丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,1,0,0,1,0,1,0,0,0,東京都/文京区/弥生/一丁目,139.7605,35.71796
文京区弥生２丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,0,0,0,0,0,0,0,3,2,0,0,0,1,東京都/文京区/弥生/二丁目,139.76401,35.71615
文京区根津１丁目,9,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,2,東京都/文京区/根津/一丁目,139.76285,35.71881
文京区根津２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/文京区/根津/二丁目,139.76569,35.71854
文京区千駄木１丁目,15,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,2,1,1,0,0,0,0,東京都/文京区/千駄木/一丁目,139.75899,35.72275
文京区千駄木２丁目,20,1,1,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,9,0,0,7,0,0,0,0,0,0,0,2,7,2,0,0,0,5,東京都/文京区/千駄木/二丁目,139.76187,35.7229
文京区千駄木３丁目,24,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,11,1,0,0,0,0,0,1,4,3,2,0,0,0,1,東京都/文京区/千駄木/三丁目,139.76254,35.72778
文京区千駄木４丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,5,2,0,1,0,2,東京都/文京区/千駄木/四丁目,139.76001,35.73095
文京区千駄木５丁目,11,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,4,0,0,0,0,0,0,1,3,1,0,0,0,0,1,東京都/文京区/千駄木/五丁目,139.75842,35.72749
文京区本駒込１丁目,16,0,0,0,3,0,2,0,1,0,1,0,0,0,1,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,3,東京都/文京区/本駒込/一丁目,139.75148,35.7255
文京区本駒込２丁目,20,0,0,0,2,0,0,1,1,0,2,0,0,0,1,1,0,0,0,12,0,0,7,1,0,0,0,0,0,2,2,4,1,0,2,0,1,東京都/文京区/本駒込/二丁目,139.74794,35.72873
文京区本駒込３丁目,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,0,0,4,0,0,0,0,0,0,0,4,9,6,0,0,0,3,東京都/文京区/本駒込/三丁目,139.75444,35.72775
文京区本駒込４丁目,13,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,3,東京都/文京区/本駒込/四丁目,139.75633,35.73244
文京区本駒込５丁目,14,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,2,3,1,1,0,0,1,東京都/文京区/本駒込/五丁目,139.75165,35.7328
文京区本駒込６丁目,16,0,0,0,1,0,1,0,0,0,3,0,0,0,2,0,0,0,1,7,0,0,5,0,0,0,0,0,0,0,2,5,1,1,0,0,3,東京都/文京区/本駒込/六丁目,139.7449,35.73178
台東区台東１丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,1,0,0,0,0,0,0,0,2,1,0,0,0,1,東京都/台東区/台東/一丁目,139.7782,35.70146
台東区台東２丁目,17,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,1,4,2,0,0,0,2,東京都/台東区/台東/二丁目,139.77844,35.70325
台東区台東３丁目,15,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9,0,0,5,0,1,0,0,0,0,2,1,4,1,0,0,0,3,東京都/台東区/台東/三丁目,139.77873,35.70484
台東区台東４丁目,49,0,0,0,3,0,3,0,0,0,2,0,0,1,1,0,0,0,0,37,0,0,17,0,0,0,4,0,1,9,6,7,4,0,0,0,3,東京都/台東区/台東/四丁目,139.77942,35.7066
台東区柳橋１丁目,12,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,2,5,0,2,0,0,3,東京都/台東区/柳橋/一丁目,139.78783,35.6965
台東区柳橋２丁目,10,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,東京都/台東区/柳橋/二丁目,139.78938,35.69872
台東区浅草橋１丁目,64,0,0,0,11,0,6,4,1,0,3,0,0,0,3,0,0,0,0,38,0,0,12,2,0,0,4,0,2,7,11,12,1,1,1,0,9,東京都/台東区/浅草橋/一丁目,139.7845,35.69741
台東区浅草橋２丁目,53,0,0,0,1,0,1,0,0,0,42,42,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,2,2,3,0,1,0,0,2,東京都/台東区/浅草橋/二丁目,139.78549,35.69963
台東区浅草橋３丁目,20,0,0,0,3,0,0,1,1,1,2,0,0,1,0,0,0,0,1,9,0,0,7,0,0,0,0,0,0,0,2,6,2,1,1,0,2,東京都/台東区/浅草橋/三丁目,139.78618,35.70087
台東区浅草橋４丁目,9,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,3,1,1,0,0,1,東京都/台東区/浅草橋/四丁目,139.78143,35.6985
台東区浅草橋５丁目,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,7,0,0,1,0,0,0,0,3,3,0,0,0,0,3,東京都/台東区/浅草橋/五丁目,139.7821,35.70056
台東区鳥越１丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,1,0,0,0,0,2,2,1,0,0,0,1,東京都/台東区/鳥越/一丁目,139.78296,35.70292
台東区鳥越２丁目,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,2,東京都/台東区/鳥越/二丁目,139.78607,35.70244
台東区蔵前１丁目,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,東京都/台東区/蔵前/一丁目,139.79057,35.70019
台東区蔵前２丁目,16,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,0,0,1,3,6,2,1,0,0,3,東京都/台東区/蔵前/二丁目,139.7925,35.70302
台東区蔵前３丁目,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,1,0,0,0,0,0,4,5,1,0,0,0,0,1,東京都/台東区/蔵前/三丁目,139.79106,35.7044
台東区蔵前４丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,2,東京都/台東区/蔵前/四丁目,139.78888,35.70438
台東区小島１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,1,2,0,0,0,0,2,東京都/台東区/小島/一丁目,139.78297,35.70429
台東区小島２丁目,11,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,1,0,3,3,0,0,0,0,東京都/台東区/小島/二丁目,139.78325,35.70591
台東区三筋１丁目,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,2,1,0,0,1,東京都/台東区/三筋/一丁目,139.78578,35.70366
台東区三筋２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,1,2,0,0,0,0,2,東京都/台東区/三筋/二丁目,139.78636,35.7055
台東区秋葉原,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,東京都/台東区/秋葉原,139.77441,35.7019
台東区上野１丁目,15,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,3,1,0,0,0,0,0,0,3,6,3,1,0,0,2,東京都/台東区/上野/一丁目,139.77139,35.70668
台東区上野２丁目,77,1,1,0,13,0,9,3,0,1,6,0,0,0,5,1,0,0,0,41,0,0,11,1,0,0,2,0,6,3,18,16,6,1,1,2,6,東京都/台東区/上野/二丁目,139.77209,35.70906
台東区上野３丁目,102,0,0,0,4,0,1,3,0,0,3,0,0,0,3,0,0,0,0,80,0,0,11,1,0,0,4,0,4,41,19,15,7,4,1,0,3,東京都/台東区/上野/三丁目,139.7731,35.70541
台東区上野４丁目,185,0,0,0,7,0,2,5,0,0,1,0,0,0,0,0,0,0,1,149,0,1,20,1,1,0,5,1,11,74,35,28,13,5,2,0,8,東京都/台東区/上野/四丁目,139.77388,35.70939
台東区上野５丁目,75,2,1,1,10,0,8,2,0,0,0,0,0,0,0,0,0,0,0,56,0,0,11,0,0,0,3,0,4,9,29,7,2,1,0,0,4,東京都/台東区/上野/五丁目,139.77531,35.70519
台東区上野６丁目,174,0,0,0,14,0,7,6,0,1,2,1,0,0,1,0,0,0,0,135,0,0,16,4,0,0,8,0,5,54,48,23,9,4,2,0,8,東京都/台東区/上野/六丁目,139.77538,35.70923
台東区上野７丁目,170,1,1,0,33,0,19,12,2,0,3,0,0,0,1,0,0,0,2,103,0,0,31,0,1,0,13,0,11,17,30,30,1,9,1,0,19,東京都/台東区/上野/七丁目,139.77927,35.71588
台東区東上野１丁目,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,1,0,0,0,0,0,4,8,2,0,0,0,6,東京都/台東区/東上野/一丁目,139.77914,35.70801
台東区東上野２丁目,19,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,1,5,1,0,0,0,0,1,1,4,3,2,0,0,0,1,東京都/台東区/東上野/二丁目,139.77856,35.7098
台東区東上野３丁目,32,0,0,0,8,0,3,5,0,0,2,0,0,1,1,0,0,0,0,15,0,0,8,0,0,0,0,0,1,2,4,7,1,2,0,0,4,東京都/台東区/東上野/三丁目,139.78018,35.71078
台東区東上野４丁目,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,1,0,0,0,0,0,0,4,11,3,3,1,0,4,東京都/台東区/東上野/四丁目,139.78044,35.71397
台東区東上野５丁目,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,1,0,0,0,0,0,3,2,5,2,0,0,0,3,東京都/台東区/東上野/五丁目,139.78206,35.71348
台東区東上野６丁目,18,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,13,0,0,5,1,0,0,0,0,0,1,6,3,0,0,0,0,3,東京都/台東区/東上野/六丁目,139.78407,35.71331
台東区元浅草１丁目,18,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,6,0,1,0,0,0,0,1,3,4,1,0,0,0,3,東京都/台東区/元浅草/一丁目,139.78387,35.70811
台東区元浅草２丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/台東区/元浅草/二丁目,139.78384,35.71017
台東区元浅草３丁目,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,2,3,5,1,1,0,0,3,東京都/台東区/元浅草/三丁目,139.78648,35.70768
台東区元浅草４丁目,10,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,7,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,東京都/台東区/元浅草/四丁目,139.78659,35.7098
台東区寿１丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/台東区/寿/一丁目,139.78949,35.70736
台東区寿２丁目,14,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,4,0,0,0,0,0,0,1,1,5,4,0,0,0,1,東京都/台東区/寿/二丁目,139.78972,35.70926
台東区寿３丁目,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,2,4,5,1,1,0,0,3,東京都/台東区/寿/三丁目,139.79211,35.707
台東区寿４丁目,10,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,5,0,0,3,0,1,0,0,0,0,0,1,2,0,0,1,0,1,東京都/台東区/寿/四丁目,139.79271,35.70869
台東区駒形１丁目,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,1,2,0,0,0,0,1,1,7,4,1,0,0,2,東京都/台東区/駒形/一丁目,139.79431,35.70711
台東区駒形２丁目,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,3,東京都/台東区/駒形/二丁目,139.79546,35.70659
台東区北上野１丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,2,3,1,0,0,0,0,1,東京都/台東区/北上野/一丁目,139.78276,35.71772
台東区北上野２丁目,23,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,12,0,0,9,2,0,0,0,0,0,0,1,8,1,0,3,0,4,東京都/台東区/北上野/二丁目,139.78432,35.71759
台東区下谷１丁目,14,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,1,9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,東京都/台東区/下谷/一丁目,139.78152,35.7188
台東区下谷２丁目,29,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,18,0,0,12,0,1,0,0,1,0,1,3,9,3,2,0,0,4,東京都/台東区/下谷/二丁目,139.78389,35.72202
台東区下谷３丁目,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,0,0,8,0,0,1,0,0,0,0,0,4,1,1,0,0,2,東京都/台東区/下谷/三丁目,139.78764,35.72569
台東区根岸１丁目,79,2,1,1,8,0,1,6,1,0,0,0,0,0,0,0,0,0,0,52,0,0,21,1,0,0,1,0,6,0,23,17,6,1,1,0,9,東京都/台東区/根岸/一丁目,139.77914,35.72161
台東区根岸２丁目,18,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,11,0,0,7,0,1,0,0,0,0,0,3,4,2,0,0,0,2,東京都/台東区/根岸/二丁目,139.77582,35.72488
台東区根岸３丁目,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,7,1,0,0,0,0,0,0,2,4,1,2,0,0,1,東京都/台東区/根岸/三丁目,139.7812,35.72274
台東区根岸４丁目,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,1,0,0,0,0,0,0,2,2,0,0,0,0,2,東京都/台東区/根岸/四丁目,139.78413,35.72554
台東区根岸５丁目,31,0,0,0,3,0,1,2,0,0,2,0,0,0,0,1,0,1,0,21,0,1,12,2,0,0,0,0,0,1,5,5,2,0,0,0,3,東京都/台東区/根岸/五丁目,139.78754,35.72755
台東区入谷１丁目,33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,17,3,0,0,0,0,0,4,1,7,4,1,0,0,2,東京都/台東区/入谷/一丁目,139.78595,35.72054
台東区入谷２丁目,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,5,1,0,0,0,0,0,0,3,5,1,0,0,0,4,東京都/台東区/入谷/二丁目,139.78842,35.72039
台東区竜泉１丁目,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6,0,1,3,1,0,0,0,0,0,0,1,3,1,1,0,0,1,東京都/台東区/竜泉/一丁目,139.78911,35.7235
台東区竜泉２丁目,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,1,4,3,0,0,0,1,東京都/台東区/竜泉/二丁目,139.7899,35.7266
台東区竜泉３丁目,16,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,13,0,0,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,東京都/台東区/竜泉/三丁目,139.79279,35.72543
台東区松が谷１丁目,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,5,1,0,0,0,0,0,0,1,3,1,2,0,0,0,東京都/台東区/松が谷/一丁目,139.78671,35.71157
台東区松が谷２丁目,9,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,2,東京都/台東区/松が谷/二丁目,139.78662,35.71388
台東区松が谷３丁目,12,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,2,0,0,0,1,0,0,0,2,2,0,0,0,0,東京都/台東区/松が谷/三丁目,139.78722,35.71606
台東区松が谷４丁目,12,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,9,0,0,5,0,0,0,0,0,0,0,4,1,0,1,0,0,0,東京都/台東区/松が谷/四丁目,139.78746,35.71799
台東区西浅草１丁目,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,1,0,3,3,1,1,0,0,1,東京都/台東区/西浅草/一丁目,139.79007,35.71096
