市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,LocName,lng,lat
江戸川区北葛西３丁目,7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,東京都/江戸川区/北葛西/三丁目,139.85947,35.6736
江戸川区北葛西４丁目,24,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11,2,0,0,0,0,0,4,0,5,2,1,0,0,2,東京都/江戸川区/北葛西/四丁目,139.86346,35.67155
江戸川区北葛西５丁目,30,0,0,0,2,0,2,0,0,0,3,0,0,0,0,1,1,1,0,21,0,0,16,2,0,0,0,0,0,2,1,4,1,0,0,0,3,東京都/江戸川区/北葛西/五丁目,139.86636,35.67449
江戸川区南葛西１丁目,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,東京都/江戸川区/南葛西/一丁目,139.86963,35.65405
江戸川区南葛西２丁目,24,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,14,0,1,10,1,0,0,0,0,0,1,1,7,2,0,0,0,5,東京都/江戸川区/南葛西/二丁目,139.87494,35.65377
江戸川区南葛西３丁目,38,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,27,0,3,15,2,0,0,0,0,0,0,7,9,1,0,0,0,8,東京都/江戸川区/南葛西/三丁目,139.86855,35.6501
江戸川区南葛西４丁目,31,0,0,0,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0,18,0,0,10,2,0,0,0,0,0,4,2,9,1,1,0,0,7,東京都/江戸川区/南葛西/四丁目,139.87418,35.64955
江戸川区南葛西５丁目,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,18,1,0,0,0,0,0,0,6,11,7,0,0,0,4,東京都/江戸川区/南葛西/五丁目,139.87352,35.64434
江戸川区南葛西６丁目,23,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,15,1,0,7,3,0,0,0,0,0,0,4,5,1,0,0,0,4,東京都/江戸川区/南葛西/六丁目,139.87766,35.64806
江戸川区南葛西７丁目,13,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,7,5,0,0,0,2,東京都/江戸川区/南葛西/七丁目,139.88118,35.64754
江戸川区新堀１丁目,12,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,9,0,0,5,2,0,0,0,1,0,0,1,1,1,0,0,0,0,東京都/江戸川区/新堀/一丁目,139.88686,35.70477
江戸川区新堀２丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,0,0,0,0,3,0,1,0,0,2,東京都/江戸川区/新堀/二丁目,139.89148,35.70434
江戸川区東葛西１丁目,35,0,0,0,3,0,1,2,0,0,3,0,0,0,0,1,0,2,0,16,0,0,8,3,0,0,0,0,0,2,3,13,3,1,0,0,9,東京都/江戸川区/東葛西/一丁目,139.87993,35.67097
江戸川区東葛西２丁目,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,2,0,0,0,0,0,1,3,4,1,0,0,0,3,東京都/江戸川区/東葛西/二丁目,139.87656,35.66831
江戸川区東葛西３丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,東京都/江戸川区/東葛西/三丁目,139.88457,35.66776
江戸川区東葛西４丁目,34,0,0,0,3,0,1,2,0,0,1,0,0,0,0,1,0,0,0,21,0,1,10,1,0,1,0,1,0,0,7,9,3,1,0,0,5,東京都/江戸川区/東葛西/四丁目,139.88437,35.6622
江戸川区東葛西５丁目,54,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2,20,1,0,0,0,0,0,3,9,17,8,2,0,0,7,東京都/江戸川区/東葛西/五丁目,139.87788,35.66545
江戸川区東葛西６丁目,70,0,0,0,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,28,4,0,0,0,0,1,2,9,19,4,3,2,0,10,東京都/江戸川区/東葛西/六丁目,139.87737,35.66137
江戸川区東葛西７丁目,16,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,7,0,0,0,0,0,0,0,2,5,0,1,0,0,4,東京都/江戸川区/東葛西/七丁目,139.87744,35.65871
江戸川区東葛西８丁目,28,0,0,0,2,0,1,1,0,0,2,0,0,0,0,1,0,1,0,17,0,1,9,1,1,0,0,1,0,0,4,7,2,0,0,0,5,東京都/江戸川区/東葛西/八丁目,139.87877,35.65492
江戸川区東葛西９丁目,68,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,18,3,0,0,0,0,0,22,14,9,0,0,0,0,9,東京都/江戸川区/東葛西/九丁目,139.88394,35.6544
江戸川区清新町１丁目,58,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,32,1,0,0,0,0,0,6,3,13,6,0,0,0,7,東京都/江戸川区/清新町/一丁目,139.85143,35.66136
江戸川区清新町２丁目,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,4,11,0,2,1,0,0,0,0,5,12,4,0,0,0,8,東京都/江戸川区/清新町/二丁目,139.8542,35.65598
江戸川区臨海町１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,東京都/江戸川区/臨海町/一丁目,139.8535,35.65099
江戸川区臨海町２丁目,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,13,1,0,1,0,0,0,3,4,5,1,0,0,0,4,東京都/江戸川区/臨海町/二丁目,139.86012,35.65074
江戸川区臨海町３丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/江戸川区/臨海町/三丁目,139.86493,35.6489
江戸川区臨海町４丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,東京都/江戸川区/臨海町/四丁目,139.86378,35.64605
江戸川区臨海町５丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/江戸川区/臨海町/五丁目,139.86926,35.64455
江戸川区臨海町６丁目,39,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,31,0,4,22,2,0,0,0,0,0,0,3,5,1,1,0,0,3,東京都/江戸川区/臨海町/六丁目,139.85953,35.64262
江戸川区一之江５丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,東京都/江戸川区/一之江/五丁目,139.88123,35.69389
江戸川区一之江６丁目,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,1,3,5,1,1,0,0,3,東京都/江戸川区/一之江/六丁目,139.87593,35.68689
江戸川区一之江７丁目,53,0,0,0,5,0,1,4,0,0,1,0,0,0,0,0,1,0,0,39,0,0,21,3,0,1,0,0,0,6,8,8,4,0,0,0,4,東京都/江戸川区/一之江/七丁目,139.87958,35.68646
江戸川区一之江８丁目,30,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,17,2,0,0,2,0,0,0,6,1,1,0,0,0,0,東京都/江戸川区/一之江/八丁目,139.88344,35.68528
江戸川区大杉１丁目,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,5,2,0,0,0,0,0,0,2,5,0,1,0,0,4,東京都/江戸川区/大杉/一丁目,139.8764,35.70597
江戸川区大杉２丁目,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,1,東京都/江戸川区/大杉/二丁目,139.87924,35.70489
江戸川区大杉３丁目,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,4,1,0,0,0,0,0,1,0,4,1,1,0,0,2,東京都/江戸川区/大杉/三丁目,139.88257,35.70494
江戸川区大杉４丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,1,0,0,0,0,0,0,4,2,0,0,0,0,2,東京都/江戸川区/大杉/四丁目,139.88138,35.71036
江戸川区大杉５丁目,28,0,0,0,1,0,0,1,0,0,6,0,0,1,0,0,4,0,1,18,0,1,8,5,0,0,0,0,1,1,2,3,1,0,0,0,2,東京都/江戸川区/大杉/五丁目,139.87773,35.71015
江戸川区西一之江３丁目,19,0,0,0,1,0,1,0,0,0,3,0,0,0,0,2,1,0,0,11,0,1,6,2,0,0,0,1,0,0,1,4,1,0,0,0,3,東京都/江戸川区/西一之江/三丁目,139.87735,35.69442
江戸川区西一之江４丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,0,0,0,0,1,3,1,0,0,0,2,東京都/江戸川区/西一之江/四丁目,139.87392,35.69616
江戸川区小松川１丁目,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,5,5,1,2,0,0,2,東京都/江戸川区/小松川/一丁目,139.85071,35.68805
江戸川区小松川３丁目,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,7,1,0,0,0,0,0,0,2,5,0,0,0,0,5,東京都/江戸川区/小松川/三丁目,139.84879,35.69814
江戸川区小松川４丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/江戸川区/小松川/四丁目,139.85405,35.70167
江戸川区平井１丁目,22,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,14,0,0,5,1,0,0,0,0,0,4,4,4,2,0,0,0,2,東京都/江戸川区/平井/一丁目,139.85138,35.70405
江戸川区平井２丁目,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,2,0,0,1,0,0,12,1,6,1,1,0,0,4,東京都/江戸川区/平井/二丁目,139.84529,35.70146
江戸川区平井３丁目,50,0,0,0,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,18,0,0,0,2,0,2,3,7,11,4,0,0,0,7,東京都/江戸川区/平井/三丁目,139.84166,35.7035
江戸川区平井４丁目,40,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,33,0,0,21,2,0,1,0,0,0,1,8,4,1,0,0,0,3,東京都/江戸川区/平井/四丁目,139.84729,35.70725
江戸川区平井５丁目,69,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,39,5,0,0,0,0,0,0,10,11,5,0,1,0,5,東京都/江戸川区/平井/五丁目,139.84248,35.70758
江戸川区平井６丁目,49,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,1,0,1,33,0,0,18,1,0,0,0,1,0,4,9,12,3,1,0,0,8,東京都/江戸川区/平井/六丁目,139.84155,35.70982
江戸川区平井７丁目,51,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,17,3,0,0,0,0,0,3,8,14,5,2,0,0,7,東京都/江戸川区/平井/七丁目,139.83772,35.71492
江戸川区小松川２丁目,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,19,1,0,0,0,0,0,1,2,5,0,1,0,0,4,東京都/江戸川区/小松川/二丁目,139.85271,35.69584
江戸川区中央１丁目,40,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,25,0,0,15,2,0,0,0,0,1,4,3,12,2,1,1,0,8,東京都/江戸川区/中央/一丁目,139.86945,35.70663
江戸川区中央２丁目,31,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,24,0,0,14,5,0,0,0,0,0,3,2,4,1,2,0,0,1,東京都/江戸川区/中央/二丁目,139.87328,35.70638
江戸川区中央３丁目,18,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,5,4,0,1,0,0,0,2,0,4,1,0,0,0,3,東京都/江戸川区/中央/三丁目,139.87329,35.71217
江戸川区中央４丁目,31,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,23,0,1,17,2,0,0,0,0,0,0,3,5,1,1,0,0,3,東京都/江戸川区/中央/四丁目,139.8678,35.71133
江戸川区松島１丁目,35,0,0,0,3,0,1,1,1,0,4,0,0,0,2,0,2,0,0,22,0,0,12,2,0,0,1,1,0,2,4,6,3,1,0,0,2,東京都/江戸川区/松島/一丁目,139.86502,35.70457
江戸川区松島２丁目,21,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,12,0,0,7,0,0,0,0,0,0,0,5,6,1,0,0,0,5,東京都/江戸川区/松島/二丁目,139.85942,35.70591
江戸川区松島３丁目,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,21,4,0,0,0,1,0,3,1,5,0,0,1,0,4,東京都/江戸川区/松島/三丁目,139.8623,35.71128
江戸川区松島４丁目,19,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,12,0,0,7,1,0,0,0,0,0,4,0,5,2,0,0,0,3,東京都/江戸川区/松島/四丁目,139.85612,35.71135
江戸川区松江１丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,4,1,0,0,0,0,0,2,2,1,0,0,0,0,1,東京都/江戸川区/松江/一丁目,139.86957,35.7001
江戸川区松江２丁目,25,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,17,0,0,9,4,0,0,0,1,0,1,2,5,1,0,0,0,4,東京都/江戸川区/松江/二丁目,139.87337,35.69949
江戸川区松江３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,東京都/江戸川区/松江/三丁目,139.86861,35.69469
江戸川区松江４丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,東京都/江戸川区/松江/四丁目,139.87027,35.69228
江戸川区松江５丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,1,0,0,0,0,0,1,2,0,0,0,0,0,0,東京都/江戸川区/松江/五丁目,139.86841,35.68798
江戸川区松江６丁目,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,2,東京都/江戸川区/松江/六丁目,139.8717,35.68648
江戸川区松江７丁目,9,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,4,2,0,0,0,2,東京都/江戸川区/松江/七丁目,139.87411,35.6904
江戸川区西一之江１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/江戸川区/西一之江/一丁目,139.877,35.70028
江戸川区西一之江２丁目,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,17,0,0,15,2,0,0,0,0,0,0,0,2,0,0,0,0,2,東京都/江戸川区/西一之江/二丁目,139.88002,35.70013
江戸川区一之江１丁目,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,8,2,0,0,0,0,1,1,0,1,0,0,0,0,1,東京都/江戸川区/一之江/一丁目,139.88348,35.69997
江戸川区一之江２丁目,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0,2,3,1,1,0,0,0,0,0,4,4,0,1,0,0,3,東京都/江戸川区/一之江/二丁目,139.88403,35.69496
江戸川区一之江３丁目,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,10,1,0,0,0,1,0,0,4,3,0,0,0,0,3,東京都/江戸川区/一之江/三丁目,139.88454,35.68872
江戸川区一之江４丁目,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,6,1,0,0,0,0,0,4,2,2,1,0,0,0,1,東京都/江戸川区/一之江/四丁目,139.88094,35.69007
江戸川区春江町１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,東京都/江戸川区/春江町/一丁目,139.89204,35.70288
江戸川区春江町２丁目,34,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,21,0,0,10,3,0,1,0,0,0,6,1,10,1,2,0,0,7,東京都/江戸川区/春江町/二丁目,139.8889,35.69992
江戸川区春江町３丁目,16,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,1,0,1,11,0,1,6,1,0,1,0,0,0,0,2,1,0,0,0,0,1,東京都/江戸川区/春江町/三丁目,139.88795,35.69229
江戸川区春江町４丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,東京都/江戸川区/春江町/四丁目,139.8782,35.68285
江戸川区春江町５丁目,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,1,0,0,0,0,0,0,5,10,3,0,0,0,7,東京都/江戸川区/春江町/五丁目,139.87514,35.67952
江戸川区西瑞江３丁目,47,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2,24,2,0,0,0,0,0,3,3,11,6,3,0,0,2,東京都/江戸川区/西瑞江/三丁目,139.89044,35.68853
江戸川区西瑞江４丁目,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,1,0,0,0,0,1,3,0,0,0,0,3,東京都/江戸川区/西瑞江/四丁目,139.88419,35.68223
江戸川区西瑞江５丁目,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1,0,1,0,0,0,0,2,3,3,0,0,0,0,東京都/江戸川区/西瑞江/五丁目,139.87996,35.67976
江戸川区江戸川１丁目,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,22,0,0,0,0,0,0,5,2,4,2,0,0,0,2,東京都/江戸川区/江戸川/一丁目,139.9054,35.68831
江戸川区江戸川２丁目,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,24,2,0,0,0,0,0,0,5,10,3,0,1,0,6,東京都/江戸川区/江戸川/二丁目,139.90237,35.68544
江戸川区江戸川３丁目,26,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,17,0,1,11,2,0,0,0,0,0,0,3,7,0,0,0,0,7,東京都/江戸川区/江戸川/三丁目,139.89278,35.68448
江戸川区江戸川４丁目,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/江戸川区/江戸川/四丁目,139.88689,35.68054
江戸川区江戸川５丁目,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,1,0,0,0,1,東京都/江戸川区/江戸川/五丁目,139.88239,35.67517
江戸川区江戸川６丁目,18,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,13,0,0,8,1,0,1,0,0,0,0,3,3,0,2,1,0,0,東京都/江戸川区/江戸川/六丁目,139.87656,35.67562
江戸川区瑞江１丁目,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,3,0,1,0,0,0,0,1,3,1,0,0,0,2,東京都/江戸川区/瑞江/一丁目,139.89552,35.69936
江戸川区瑞江２丁目,117,1,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,101,0,2,50,5,0,0,1,0,2,29,12,12,2,1,0,0,9,東京都/江戸川区/瑞江/二丁目,139.8969,35.69531
江戸川区瑞江３丁目,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,2,0,0,0,0,0,8,1,1,0,0,0,0,1,東京都/江戸川区/瑞江/三丁目,139.8932,35.69602
江戸川区瑞江４丁目,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,0,4,3,0,0,0,0,0,0,0,3,1,0,0,0,2,東京都/江戸川区/瑞江/四丁目,139.89383,35.69306
江戸川区松本１丁目,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,3,3,0,0,0,1,0,2,4,3,1,0,0,0,2,東京都/江戸川区/松本/一丁目,139.8765,35.71494
江戸川区松本２丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/江戸川区/松本/二丁目,139.87984,35.71577
江戸川区上一色１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,東京都/江戸川区/上一色/一丁目,139.87146,35.7246
江戸川区上一色２丁目,8,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,東京都/江戸川区/上一色/二丁目,139.87456,35.72588
江戸川区上一色３丁目,9,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,1,0,0,0,1,東京都/江戸川区/上一色/三丁目,139.87273,35.72908
江戸川区本一色１丁目,20,1,1,0,2,0,1,1,0,0,2,0,0,0,0,0,1,0,1,12,0,0,4,6,0,0,0,0,0,0,2,3,1,0,0,0,2,東京都/江戸川区/本一色/一丁目,139.86952,35.71614
江戸川区本一色２丁目,15,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,11,0,0,7,0,0,0,0,0,0,1,3,1,1,0,0,0,0,東京都/江戸川区/本一色/二丁目,139.87389,35.71838
江戸川区本一色３丁目,19,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,12,0,0,3,4,0,0,0,0,0,2,3,4,2,0,0,0,2,東京都/江戸川区/本一色/三丁目,139.87056,35.72038
江戸川区興宮町,9,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,5,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,1,東京都/江戸川区/興宮町,139.8766,35.72252
江戸川区一之江町,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/江戸川区/一之江町,139.87335,35.68364
江戸川区二之江町,6,0,0,0,3,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,東京都/江戸川区/二之江町,139.87317,35.68181
江戸川区船堀１丁目,95,0,0,0,7,0,4,2,1,0,2,0,0,1,0,1,0,0,0,76,0,3,19,1,0,0,2,0,4,14,33,10,2,1,0,0,7,東京都/江戸川区/船堀/一丁目,139.85986,35.6865
江戸川区船堀２丁目,28,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,21,0,0,9,1,1,0,0,0,0,3,7,5,2,0,0,0,3,東京都/江戸川区/船堀/二丁目,139.85724,35.68375
江戸川区船堀３丁目,50,1,0,1,5,0,4,0,1,0,1,0,0,0,0,0,0,0,1,36,0,0,24,0,1,0,0,0,1,3,7,7,1,2,0,0,4,東京都/江戸川区/船堀/三丁目,139.86488,35.6815
江戸川区船堀４丁目,39,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,19,3,0,0,0,1,0,0,4,10,1,0,0,0,9,東京都/江戸川区/船堀/四丁目,139.86697,35.6839
江戸川区船堀５丁目,15,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,10,0,1,4,3,0,1,0,0,0,0,1,2,0,0,0,0,2,東京都/江戸川区/船堀/五丁目,139.87018,35.68195
江戸川区船堀６丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/江戸川区/船堀/六丁目,139.86763,35.67925
江戸川区船堀７丁目,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,12,0,1,6,0,0,0,0,0,0,5,0,3,1,0,1,0,1,東京都/江戸川区/船堀/七丁目,139.86957,35.67767
江戸川区宇喜田町,8,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,1,東京都/江戸川区/宇喜田町,139.8632,35.67631
江戸川区上篠崎１丁目,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,1,0,0,0,0,1,0,3,1,0,0,0,0,1,東京都/江戸川区/上篠崎/一丁目,139.90105,35.71627
江戸川区上篠崎２丁目,14,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,8,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,3,東京都/江戸川区/上篠崎/二丁目,139.9052,35.71174
江戸川区上篠崎３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/江戸川区/上篠崎/三丁目,139.89935,35.71189
江戸川区上篠崎４丁目,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,3,1,0,0,0,2,東京都/江戸川区/上篠崎/四丁目,139.89923,35.70855
江戸川区東小岩１丁目,21,0,0,0,1,0,0,1,0,0,3,0,0,1,1,0,1,0,0,17,1,1,4,2,0,0,1,0,0,5,3,0,0,0,0,0,0,東京都/江戸川区/東小岩/一丁目,139.89243,35.72099
江戸川区東小岩２丁目,16,0,0,0,3,0,0,2,1,0,2,0,0,1,0,0,1,0,0,11,0,0,3,1,0,0,0,0,0,0,7,0,0,0,0,0,0,東京都/江戸川区/東小岩/二丁目,139.8945,35.72637
江戸川区東小岩３丁目,13,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,6,1,0,0,0,0,0,1,1,2,0,1,0,0,1,東京都/江戸川区/東小岩/三丁目,139.8942,35.73173
